Wall time,Step,Value
1736370923.8853047,5000,20.200000762939453
1736370931.3580441,10000,18.200000762939453
1736370938.8269913,15000,22.0
1736370946.3018277,20000,21.799999237060547
1736370953.7554126,25000,20.399999618530273
1736370961.2154627,30000,18.799999237060547
1736370968.6643193,35000,18.200000762939453
1736370976.1080096,40000,17.600000381469727
1736370983.5600798,45000,20.0
1736370991.023982,50000,22.799999237060547
1736370998.4692476,55000,22.200000762939453
1736371005.8767128,60000,21.200000762939453
1736371013.3003368,65000,20.0
1736371020.7273347,70000,19.600000381469727
