Wall time,Step,Value
1736371003.4214869,2048,0.7400000095367432
1736371006.224657,4096,1.5520000457763672
1736371008.9735262,6144,2.1589999198913574
1736371011.6587572,8192,2.193000078201294
1736371014.3985271,10240,4.861999988555908
1736371017.0808957,12288,5.206999778747559
1736371019.762379,14336,6.281000137329102
1736371022.5110428,16384,7.228000164031982
1736371025.1771212,18432,8.87399959564209
1736371027.9258232,20480,10.192999839782715
1736371030.5981138,22528,12.390999794006348
1736371033.2746496,24576,13.859999656677246
1736371036.0198877,26624,14.062999725341797
1736371038.6940272,28672,15.649999618530273
1736371041.4284935,30720,16.20599937438965
1736371044.105759,32768,16.79199981689453
1736371046.7793524,34816,16.934999465942383
1736371049.513486,36864,18.391000747680664
1736371052.1807392,38912,17.572999954223633
1736371054.9005468,40960,17.45199966430664
1736371057.5772693,43008,17.78700065612793
1736371060.3139842,45056,17.75200080871582
1736371062.9863706,47104,18.520999908447266
1736371065.658117,49152,18.260000228881836
1736371068.413454,51200,18.011999130249023
1736371071.0870733,53248,18.08300018310547
1736371073.8210564,55296,17.698999404907227
1736371076.4932256,57344,18.711999893188477
1736371079.164704,59392,18.10099983215332
1736371081.9002326,61440,18.541000366210938
1736371084.5683885,63488,18.17099952697754
1736371087.2965498,65536,18.20199966430664
1736371089.962487,67584,17.62700080871582
1736371092.6257334,69632,18.09000015258789
1736371095.3530354,71680,18.70599937438965
