Wall time,Step,Value
1736370917.1438174,500,0.7652007341384888
1736370917.8851836,1000,0.31910431385040283
1736370918.6267803,1500,-0.2734305262565613
1736370919.3662808,2000,0.7225707173347473
1736370920.1079922,2500,4.692002296447754
1736370920.8533468,3000,0.8757443428039551
1736370921.5937972,3500,6.514865398406982
1736370922.3355548,4000,-0.38647738099098206
1736370923.076972,4500,-1.7160301208496094
1736370923.8853846,5000,-2.08339524269104
1736370924.6380017,5500,0.8791767954826355
1736370925.379116,6000,1.1926969289779663
1736370926.1192431,6500,0.1523830145597458
1736370926.858963,7000,-2.028341054916382
1736370927.5990229,7500,-0.38099905848503113
1736370928.339191,8000,0.7338927984237671
1736370929.0787663,8500,0.10723365843296051
1736370929.821684,9000,-1.0492146015167236
1736370930.5633242,9500,0.2125956118106842
1736370931.3581305,10000,-0.388226181268692
1736370932.1057005,10500,0.19311361014842987
1736370932.845716,11000,-0.027476120740175247
1736370933.5849547,11500,1.9591915607452393
1736370934.324183,12000,1.0794378519058228
1736370935.0649927,12500,0.0600200779736042
1736370935.8047888,13000,-2.336214065551758
1736370936.5447083,13500,0.6699927449226379
1736370937.2828538,14000,-0.34626901149749756
1736370938.0230744,14500,0.26416537165641785
1736370938.8270652,15000,0.6848581433296204
1736370939.575686,15500,-1.120139479637146
1736370940.3176095,16000,0.16416990756988525
1736370941.0567727,16500,-2.6436269283294678
1736370941.796259,17000,-0.10924728214740753
1736370942.5360277,17500,-0.07877432554960251
1736370943.2746856,18000,0.005828810390084982
1736370944.0155685,18500,-0.006516225636005402
1736370944.7559872,19000,0.005230809561908245
1736370945.4978921,19500,-0.009101353585720062
1736370946.3019137,20000,0.12863700091838837
1736370947.0426877,20500,-0.018477002158761024
1736370947.781653,21000,0.028980521485209465
1736370948.5197682,21500,0.016613611951470375
1736370949.2580786,22000,-0.00024398714595008641
1736370949.9982476,22500,-0.0013364580227062106
1736370950.7388237,23000,0.001708734198473394
1736370951.4764624,23500,0.03501607105135918
1736370952.216755,24000,-0.00041259615682065487
1736370952.9554586,24500,0.00038640256389044225
1736370953.7554948,25000,2.026168476731982e-05
1736370954.495891,25500,0.00040554077713750303
1736370955.2363443,26000,-0.0011577537516131997
1736370955.9787288,26500,0.004205378703773022
1736370956.718271,27000,-0.004264411982148886
1736370957.4579487,27500,-0.004489449318498373
1736370958.1981337,28000,0.0012813269859179854
1736370958.9372532,28500,0.000621599203441292
1736370959.6779985,29000,-0.00010911144636338577
1736370960.4190896,29500,0.000220239395275712
1736370961.215538,30000,0.00018613849533721805
1736370961.9550307,30500,0.0005016759387217462
1736370962.6958742,31000,-0.00017517729429528117
1736370963.4348118,31500,-0.00011365315003786236
1736370964.175287,32000,0.0017098907846957445
1736370964.91489,32500,-0.00042438620585016906
1736370965.6544437,33000,-0.0004538607026915997
1736370966.3934693,33500,5.506796878762543e-05
1736370967.1322951,34000,-0.00037638252251781523
1736370967.8711903,34500,-0.00011471507605165243
