Wall time,Step,Value
1736370917.1438265,500,0.10182680189609528
1736370917.8851936,1000,0.024984566494822502
1736370918.6267898,1500,3.07269549369812
1736370919.3662899,2000,0.447697252035141
1736370920.1080008,2500,5.049627780914307
1736370920.8533554,3000,1.1338529586791992
1736370921.5938065,3500,6.897674560546875
1736370922.3355632,4000,0.6751593947410583
1736370923.076981,4500,10.927436828613281
1736370923.885394,5000,2.2799856662750244
1736370924.6380112,5500,1.6727558374404907
1736370925.3791258,6000,6.1019606590271
1736370926.1192522,6500,0.06221536919474602
1736370926.858972,7000,2.5387444496154785
1736370927.5990324,7500,0.36612412333488464
1736370928.3392005,8000,0.7875182628631592
1736370929.0787754,8500,0.20242686569690704
1736370929.821693,9000,0.16895060241222382
1736370930.5633328,9500,0.46734482049942017
1736370931.3581421,10000,0.9747268557548523
1736370932.1057096,10500,0.9461994171142578
1736370932.8457253,11000,0.015632683411240578
1736370933.5849638,11500,3.878647565841675
1736370934.3241925,12000,2.141686201095581
1736370935.0650017,12500,0.1877080649137497
1736370935.8047976,13000,7.289245128631592
1736370936.5447176,13500,0.6434769630432129
1736370937.282863,14000,5.804521560668945
1736370938.0230834,14500,0.17066235840320587
1736370938.8270748,15000,0.9315195083618164
1736370939.5756953,15500,1.0088579654693604
1736370940.3176184,16000,2.518174409866333
1736370941.0567818,16500,7.337596893310547
1736370941.7962675,17000,12.409209251403809
1736370942.5360365,17500,0.3285694420337677
1736370943.2746959,18000,0.06878634542226791
1736370944.0155778,18500,2.0872457027435303
1736370944.7559965,19000,0.0827794075012207
1736370945.4979005,19500,0.6388994455337524
1736370946.301923,20000,0.6420707702636719
1736370947.0426967,20500,2.0127313137054443
1736370947.781662,21000,0.14728568494319916
1736370948.5197783,21500,0.4118107259273529
1736370949.2580879,22000,0.016916407272219658
1736370949.9982574,22500,0.042019255459308624
1736370950.7388327,23000,0.06134337931871414
1736370951.4764721,23500,0.2783084809780121
1736370952.216764,24000,0.005007176660001278
1736370952.9554672,24500,0.015462877228856087
1736370953.7555046,25000,0.01176842488348484
1736370954.4959013,25500,0.03981475159525871
1736370955.2363536,26000,0.04747391864657402
1736370955.9787378,26500,0.07242880761623383
1736370956.7182794,27000,0.05594983324408531
1736370957.457958,27500,0.14172039926052094
1736370958.1981432,28000,0.4402226507663727
1736370958.9372623,28500,0.24024426937103271
1736370959.6780078,29000,0.023702343925833702
1736370960.4191,29500,0.004312488716095686
1736370961.2155473,30000,0.06164906173944473
1736370961.9550405,30500,0.9010664820671082
1736370962.695884,31000,0.11976363509893417
1736370963.4348211,31500,0.047507330775260925
1736370964.1752965,32000,0.31356650590896606
1736370964.914899,32500,1.2947102785110474
1736370965.654453,33000,0.09123262017965317
1736370966.3934786,33500,0.006054718047380447
1736370967.1323047,34000,0.24562311172485352
1736370967.8711991,34500,0.04188701510429382
1736370968.6644006,35000,0.0854925736784935
1736370969.403999,35500,0.026587337255477905
1736370970.1442368,36000,0.01570908911526203
1736370970.881727,36500,0.2186661809682846
1736370971.6165512,37000,0.0004479166236706078
1736370972.3564444,37500,0.004521975759416819
1736370973.0958655,38000,0.12863421440124512
1736370973.8344278,38500,0.0018882096046581864
1736370974.5745227,39000,0.018068358302116394
1736370975.3148925,39500,0.12254708260297775
1736370976.1080968,40000,0.1309841126203537
1736370976.849217,40500,0.032794542610645294
1736370977.587672,41000,0.012590362690389156
1736370978.3266568,41500,0.26001545786857605
1736370979.0649214,42000,0.2558816969394684
1736370979.8050807,42500,0.06450700014829636
1736370980.544648,43000,0.03938436135649681
1736370981.2838242,43500,0.033899854868650436
1736370982.022652,44000,0.05355460196733475
1736370982.7607872,44500,0.03403292968869209
1736370983.5601642,45000,0.0166409220546484
1736370984.30017,45500,0.012364964000880718
1736370985.0412922,46000,0.002244861563667655
1736370985.781504,46500,0.019565684720873833
1736370986.5212665,47000,0.012274407781660557
1736370987.2597027,47500,0.00197918270714581
1736370987.9984992,48000,0.07430311292409897
1736370988.7366357,48500,0.01681755855679512
1736370989.4763613,49000,0.003906496800482273
1736370990.2170591,49500,0.006057830527424812
1736370991.0240662,50000,0.055555131286382675
1736370991.768335,50500,0.0016182627296075225
1736370992.5056722,51000,0.053781863301992416
1736370993.2428882,51500,0.0972890853881836
1736370993.9802163,52000,0.03857896476984024
1736370994.717451,52500,0.0156340803951025
1736370995.454867,53000,0.0019700468983501196
1736370996.1937697,53500,0.09557389467954636
1736370996.9310553,54000,0.07943222671747208
1736370997.6679304,54500,0.03087368607521057
1736370998.46933,55000,0.055486049503088
1736370999.2055464,55500,0.33725160360336304
1736370999.9412127,56000,0.002700363751500845
1736371000.6769674,56500,0.04858924448490143
1736371001.4110467,57000,0.010861264541745186
1736371002.1429498,57500,0.0002776416949927807
1736371002.8777106,58000,0.1517472267150879
1736371003.6112218,58500,0.028522176668047905
1736371004.3448918,59000,0.010212223045527935
1736371005.0796413,59500,0.17627213895320892
1736371005.8767982,60000,0.23074720799922943
1736371006.6142387,60500,0.37088626623153687
1736371007.350239,61000,0.002368505811318755
1736371008.0863335,61500,0.06622106581926346
1736371008.8215914,62000,0.02441110648214817
1736371009.557203,62500,0.06636565178632736
1736371010.2962048,63000,0.0016131831798702478
1736371011.0332153,63500,0.005006945226341486
1736371011.7690141,64000,0.026778176426887512
1736371012.5052426,64500,0.6203484535217285
1736371013.300418,65000,0.03887861594557762
1736371014.0372217,65500,0.03818148374557495
1736371014.7743008,66000,0.20665554702281952
1736371015.5117939,66500,0.004001358058303595
1736371016.2492244,67000,0.23935969173908234
1736371016.9859493,67500,0.043665558099746704
1736371017.7228289,68000,0.060049038380384445
1736371018.4589264,68500,0.11893623322248459
1736371019.1957214,69000,0.007383030839264393
1736371019.9325478,69500,0.027960849925875664
1736371020.7274153,70000,0.31602999567985535
