Wall time,Step,Value
1736425290.055755,2048,0.6934343576431274
1736425292.8579295,4096,0.6920000314712524
1736425295.5962672,6144,0.8993332982063293
1736425298.2743244,8192,0.9261666536331177
1736425300.9995544,10240,0.8641666769981384
1736425303.672148,12288,1.3385000228881836
1736425306.343451,14336,0.7563333511352539
1736425309.0768545,16384,0.8565000295639038
1736425311.749852,18432,0.871833324432373
1736425314.4911795,20480,1.1054999828338623
1736425317.1714804,22528,1.224833369255066
1736425319.8484118,24576,0.972000002861023
1736425322.5862963,26624,0.6116666793823242
1736425325.2605608,28672,1.0740000009536743
1736425327.9991398,30720,0.6535000205039978
1736425330.6741934,32768,0.8970000147819519
1736425333.3101892,34816,0.8554999828338623
1736425336.0350242,36864,0.8556666970252991
1736425338.70096,38912,1.1783334016799927
1736425341.432818,40960,0.7394999861717224
1736425344.0993462,43008,0.9884999990463257
1736425346.821598,45056,0.8314999938011169
1736425349.4839194,47104,1.0293333530426025
1736425352.1512218,49152,0.8961666822433472
1736425354.874028,51200,1.190833330154419
1736425357.5439904,53248,0.9239999651908875
1736425360.2717087,55296,1.0226666927337646
1736425362.9382334,57344,0.7769999504089355
1736425365.6059508,59392,0.9480000138282776
1736425368.3381102,61440,0.6756666302680969
1736425371.005179,63488,1.1321666240692139
1736425373.7377474,65536,0.999666690826416
1736425376.4041138,67584,0.9083333015441895
1736425379.069703,69632,1.08733332157135
1736425381.8011892,71680,0.7953333258628845
